Store,Date,Weekly_Sales,Holiday_Flag,Temperature,CPI,Unemployment,Fuel_Price
1,20-04-2012,1521577.87,0,66.76,221.5640737,7.143,3.877
1,27-04-2012,1468928.37,0,67.23,221.6179368,7.143,3.814
1,04-05-2012,1684519.99,0,75.55,221.6718,7.143,3.749
1,11-05-2012,1611096.05,0,73.77,221.7256632,7.143,3.688
1,18-05-2012,1595901.87,0,70.33,221.742674,7.143,3.63
1,25-05-2012,1555444.55,0,77.22,221.744944,7.143,3.561
1,01-06-2012,1624477.58,0,77.95,221.7472139,7.143,3.501
1,08-06-2012,1697230.96,0,78.3,221.7494839,7.143,3.452
1,15-06-2012,1630607,0,79.35,221.7626421,7.143,3.393
1,22-06-2012,1527845.81,0,78.39,221.8030211,7.143,3.346
1,29-06-2012,1540421.49,0,84.88,221.8434,7.143,3.286
1,06-07-2012,1769854.16,0,81.57,221.8837789,6.908,3.227
1,13-07-2012,1527014.04,0,77.12,221.9241579,6.908,3.256
1,20-07-2012,1497954.76,0,80.42,221.9327267,6.908,3.311
1,27-07-2012,1439123.71,0,82.66,221.9412954,6.908,3.407
1,03-08-2012,1631135.79,0,86.11,221.9498642,6.908,3.417
1,10-08-2012,1592409.97,0,85.05,221.9584329,6.908,3.494
1,17-08-2012,1597868.05,0,84.85,222.0384109,6.908,3.571
1,24-08-2012,1494122.38,0,77.66,222.1719457,6.908,3.62
1,31-08-2012,1582083.4,0,80.49,222.3054805,6.908,3.638
1,07-09-2012,1661767.33,1,83.96,222.4390153,6.908,3.73
1,14-09-2012,1517428.87,0,74.97,222.5820193,6.908,3.717
1,21-09-2012,1506126.06,0,69.87,222.7818386,6.908,3.721
1,28-09-2012,1437059.26,0,76.08,222.9816579,6.908,3.666
1,05-10-2012,1670785.97,0,68.55,223.1814772,6.573,3.617
1,12-10-2012,1573072.81,0,62.99,223.3812965,6.573,3.601
1,19-10-2012,1508068.77,0,67.97,223.4257233,6.573,3.594
1,26-10-2012,1493659.74,0,69.16,223.4442513,6.573,3.506
2,05-02-2010,2136989.46,0,40.19,210.7526053,8.324,2.572
2,12-02-2010,2137809.5,1,38.49,210.8979935,8.324,2.548
2,19-02-2010,2124451.54,0,39.69,210.9451605,8.324,2.514
2,26-02-2010,1865097.27,0,46.1,210.9759573,8.324,2.561
2,05-03-2010,1991013.13,0,47.17,211.0067542,8.324,2.625
2,12-03-2010,1990483.78,0,57.56,211.037551,8.324,2.667
2,19-03-2010,1946070.88,0,54.52,210.8733316,8.324,2.72
2,26-03-2010,1750197.81,0,51.26,210.6766095,8.324,2.732
2,02-04-2010,2066187.72,0,63.27,210.4798874,8.2,2.719
2,09-04-2010,1954689.21,0,65.41,210.2831653,8.2,2.77
2,16-04-2010,1874957.94,0,68.07,210.1495463,8.2,2.808
2,23-04-2010,1821990.93,0,65.11,210.1000648,8.2,2.795
2,30-04-2010,1802450.29,0,66.98,210.0505833,8.2,2.78
2,07-05-2010,2042581.71,0,71.28,210.0011018,8.2,2.835
2,14-05-2010,1880752.36,0,73.31,209.9984585,8.2,2.854
2,21-05-2010,1896937.1,0,74.83,210.2768443,8.2,2.826
2,28-05-2010,1957113.89,0,81.13,210.5552301,8.2,2.759
2,04-06-2010,2102539.93,0,81.81,210.833616,8.2,2.705
2,11-06-2010,2025538.76,0,83.4,211.1120018,8.2,2.668
2,18-06-2010,2001636.96,0,85.81,211.1096543,8.2,2.637
2,25-06-2010,1939927.09,0,86.26,210.9950134,8.2,2.653
2,02-07-2010,2003940.64,0,82.74,210.8803726,8.099,2.669
2,09-07-2010,1880902.62,0,82.59,210.7657317,8.099,2.642
2,16-07-2010,1845879.79,0,85.32,210.7577954,8.099,2.623
2,23-07-2010,1781717.71,0,87.66,210.8921319,8.099,2.608
2,30-07-2010,1804246.16,0,83.49,211.0264684,8.099,2.64
2,06-08-2010,1991909.98,0,89.53,211.1608049,8.099,2.627
2,13-08-2010,1895601.05,0,89.05,211.2951413,8.099,2.692
2,20-08-2010,1964335.23,0,88.7,211.2596586,8.099,2.664
2,27-08-2010,1863840.49,0,87.12,211.2241759,8.099,2.619
2,03-09-2010,1904608.09,0,81.83,211.1886931,8.099,2.577
2,10-09-2010,1839128.83,1,79.09,211.1532104,8.099,2.565
2,17-09-2010,1793903.6,0,82.05,211.1806415,8.099,2.582
2,24-09-2010,1724557.22,0,81.79,211.2552578,8.099,2.624
2,01-10-2010,1827440.43,0,69.24,211.3298742,8.163,2.603
2,08-10-2010,1849921.44,0,63.19,211.4044906,8.163,2.633
2,15-10-2010,1794355.49,0,65.8,211.4713286,8.163,2.72
2,22-10-2010,1737947.64,0,68.5,211.5187208,8.163,2.725
2,29-10-2010,1802755.11,0,66.24,211.5661131,8.163,2.716
2,05-11-2010,1939061.41,0,57.85,211.6135053,8.163,2.689
2,12-11-2010,1916812.74,0,59.69,211.6608975,8.163,2.728
2,19-11-2010,1956739.17,0,50.81,211.5470304,8.163,2.771
2,26-11-2010,2658725.29,1,62.98,211.4062867,8.163,2.735
2,03-12-2010,2015781.27,0,49.33,211.265543,8.163,2.708
2,10-12-2010,2378726.55,0,45.5,211.1247993,8.163,2.843
2,17-12-2010,2609166.75,0,47.55,211.0645458,8.163,2.869
2,24-12-2010,3436007.68,0,49.97,211.0646599,8.163,2.886
2,31-12-2010,1750434.55,1,47.3,211.064774,8.163,2.943
2,07-01-2011,1758050.79,0,44.69,211.0648881,8.028,2.976
2,14-01-2011,1744193.58,0,33.02,211.1176713,8.028,2.983
2,21-01-2011,1751384.9,0,41.4,211.4864691,8.028,3.016
2,28-01-2011,1695371.68,0,42.83,211.8552668,8.028,3.01
2,04-02-2011,1929346.23,0,38.25,212.2240646,8.028,2.989
2,11-02-2011,2168041.61,1,33.19,212.5928624,8.028,3.022
2,18-02-2011,2080884.82,0,57.83,212.9033115,8.028,3.045
2,25-02-2011,1833511.08,0,60.8,213.190421,8.028,3.065
2,04-03-2011,1981607.78,0,57.77,213.4775305,8.028,3.288
2,11-03-2011,1879107.31,0,52.7,213.7646401,8.028,3.459
2,18-03-2011,1902557.66,0,62.32,214.0156238,8.028,3.488
2,25-03-2011,1766162.05,0,69.42,214.2521573,8.028,3.473
2,01-04-2011,1800171.36,0,55.43,214.4886908,7.931,3.524
2,08-04-2011,1847552.61,0,67,214.7252242,7.931,3.622
2,15-04-2011,1856467.84,0,69.48,214.9420631,7.931,3.743
2,22-04-2011,1886339.6,0,69.39,215.1096657,7.931,3.807
2,29-04-2011,1745545.28,0,69.21,215.2772683,7.931,3.81
2,06-05-2011,1837743.6,0,61.48,215.4448709,7.931,3.906
2,13-05-2011,1838513.07,0,74.61,215.6124735,7.931,3.899
2,20-05-2011,1688281.86,0,67.14,215.3834778,7.931,3.907
2,27-05-2011,1797732.56,0,76.42,215.1544822,7.931,3.786
2,03-06-2011,1933756.21,0,83.07,214.9254865,7.931,3.699
2,10-06-2011,1929153.16,0,83.4,214.6964908,7.931,3.648
2,17-06-2011,1953771.99,0,86.53,214.6513538,7.931,3.637
2,24-06-2011,1790925.8,0,85.17,214.7441108,7.931,3.594
2,01-07-2011,1866243,0,85.69,214.8368678,7.852,3.524
2,08-07-2011,1853161.99,0,87.7,214.9296249,7.852,3.48
2,15-07-2011,1785187.29,0,89.83,215.0134426,7.852,3.575
2,22-07-2011,1743816.41,0,89.34,215.0749122,7.852,3.651
2,29-07-2011,1680693.06,0,90.07,215.1363819,7.852,3.682
2,05-08-2011,1876704.26,0,93.34,215.1978515,7.852,3.684
2,12-08-2011,1812768.26,0,91.58,215.2593211,7.852,3.638
2,19-08-2011,1844094.59,0,89.86,215.3229307,7.852,3.554
2,26-08-2011,1821139.91,0,90.45,215.386897,7.852,3.523
2,02-09-2011,1809119.7,0,89.64,215.4508632,7.852,3.533
2,09-09-2011,1748000.65,1,77.97,215.5148295,7.852,3.546
2,16-09-2011,1691439.52,0,78.85,215.6944378,7.852,3.526
2,23-09-2011,1669299.78,0,75.58,216.0282356,7.852,3.467
2,30-09-2011,1650394.44,0,78.14,216.3620333,7.852,3.355
2,07-10-2011,1837553.43,0,69.92,216.6958311,7.441,3.285
2,14-10-2011,1743882.19,0,71.67,217.0048261,7.441,3.274
2,21-10-2011,1834680.25,0,64.53,217.1650042,7.441,3.353
2,28-10-2011,1769296.25,0,65.87,217.3251824,7.441,3.372
2,04-11-2011,1959707.9,0,55.53,217.4853605,7.441,3.332
2,11-11-2011,1920725.15,0,59.33,217.6455387,7.441,3.297
2,18-11-2011,1902762.5,0,62.01,217.8670218,7.441,3.308
2,25-11-2011,2614202.3,1,56.36,218.1130269,7.441,3.236
2,02-12-2011,1954952,0,48.74,218.3590319,7.441,3.172
2,09-12-2011,2290549.32,0,41.76,218.605037,7.441,3.158
2,16-12-2011,2432736.52,0,50.13,218.8217928,7.441,3.159
2,23-12-2011,3224369.8,0,46.66,218.9995495,7.441,3.112
2,30-12-2011,1874226.52,1,44.57,219.1773063,7.441,3.129
2,06-01-2012,1799520.14,0,46.75,219.355063,7.057,3.157
2,13-01-2012,1744725.48,0,45.99,219.5328198,7.057,3.261
2,20-01-2012,1711769.11,0,51.7,219.6258417,7.057,3.268
2,27-01-2012,1660906.14,0,50.5,219.7188636,7.057,3.29
2,03-02-2012,1935299.94,0,55.21,219.8118854,7.057,3.36
2,10-02-2012,2103322.68,1,46.98,219.9049073,7.057,3.409
2,17-02-2012,2196688.46,0,43.82,220.0651993,7.057,3.51
2,24-02-2012,1861802.7,0,54.63,220.275944,7.057,3.555
2,02-03-2012,1952555.66,0,58.79,220.4866886,7.057,3.63
2,09-03-2012,1937628.26,0,57.11,220.6974332,7.057,3.669
2,16-03-2012,1976082.13,0,63.68,220.8498468,7.057,3.734
2,23-03-2012,1790439.16,0,64.01,220.9244858,7.057,3.787
2,30-03-2012,1857480.84,0,66.83,220.9991248,7.057,3.845
2,06-04-2012,2129035.91,0,68.43,221.0737638,6.891,3.891
2,13-04-2012,1935869.1,0,68.08,221.1484028,6.891,3.891
2,20-04-2012,1847344.45,0,65.69,221.2021074,6.891,3.877
2,27-04-2012,1764133.09,0,67.2,221.255812,6.891,3.814
2,04-05-2012,1923957.09,0,76.73,221.3095166,6.891,3.749
2,11-05-2012,1917520.99,0,73.87,221.3632212,6.891,3.688
2,18-05-2012,2000940.67,0,71.27,221.380331,6.891,3.63
2,25-05-2012,1912791.09,0,78.19,221.3828029,6.891,3.561
2,01-06-2012,1910092.37,0,78.38,221.3852748,6.891,3.501
2,08-06-2012,2010216.49,0,78.69,221.3877467,6.891,3.452
2,15-06-2012,1962924.3,0,80.56,221.4009901,6.891,3.393
2,22-06-2012,1887733.21,0,81.04,221.4411622,6.891,3.346
2,29-06-2012,1881046.12,0,86.32,221.4813343,6.891,3.286
2,06-07-2012,2041507.4,0,84.2,221.5215064,6.565,3.227
2,13-07-2012,1830075.13,0,80.17,221.5616784,6.565,3.256
2,20-07-2012,1819666.46,0,83.23,221.5701123,6.565,3.311
2,27-07-2012,1757923.88,0,86.37,221.5785461,6.565,3.407
2,03-08-2012,1946104.64,0,90.22,221.5869799,6.565,3.417
2,10-08-2012,1866719.96,0,88.55,221.5954138,6.565,3.494
2,17-08-2012,1928016.01,0,84.79,221.6751459,6.565,3.571
2,24-08-2012,1876788.15,0,76.91,221.8083518,6.565,3.62
2,31-08-2012,1947083.3,0,82.64,221.9415576,6.565,3.638
2,07-09-2012,1898777.07,1,87.65,222.0747635,6.565,3.73
2,14-09-2012,1814806.63,0,75.88,222.2174395,6.565,3.717
2,21-09-2012,1829415.67,0,71.09,222.4169362,6.565,3.721
2,28-09-2012,1746470.56,0,79.45,222.6164329,6.565,3.666
2,05-10-2012,1998321.04,0,70.27,222.8159296,6.17,3.617
2,12-10-2012,1900745.13,0,60.97,223.0154263,6.17,3.601
2,19-10-2012,1847990.41,0,68.08,223.0598077,6.17,3.594
2,26-10-2012,1834458.35,0,69.79,223.0783366,6.17,3.506
3,05-02-2010,461622.22,0,45.71,214.4248812,7.368,2.572
3,12-02-2010,420728.96,1,47.93,214.5747916,7.368,2.548
3,19-02-2010,421642.19,0,47.07,214.6198868,7.368,2.514
3,26-02-2010,407204.86,0,52.05,214.6475127,7.368,2.561
3,05-03-2010,415202.04,0,53.04,214.6751386,7.368,2.625
3,12-03-2010,384200.69,0,63.08,214.7027646,7.368,2.667
3,19-03-2010,375328.59,0,60.42,214.5301219,7.368,2.72
3,26-03-2010,359949.27,0,57.06,214.3241011,7.368,2.732
3,02-04-2010,423294.4,0,65.56,214.1180803,7.343,2.719
3,09-04-2010,415870.28,0,68,213.9120595,7.343,2.77
3,16-04-2010,354993.26,0,66.98,213.7726889,7.343,2.808
3,23-04-2010,339976.65,0,67.87,213.7221852,7.343,2.795
3,30-04-2010,361248.39,0,70.24,213.6716815,7.343,2.78
3,07-05-2010,399323.86,0,73.47,213.6211778,7.343,2.835
3,14-05-2010,384357.94,0,77.18,213.6196139,7.343,2.854
3,21-05-2010,343763.17,0,75.81,213.9116886,7.343,2.826
3,28-05-2010,350089.23,0,78.6,214.2037634,7.343,2.759
3,04-06-2010,396968.8,0,78.53,214.4958382,7.343,2.705
3,11-06-2010,355017.09,0,82.1,214.787913,7.343,2.668
3,18-06-2010,364076.85,0,83.52,214.7858259,7.343,2.637
3,25-06-2010,357346.48,0,83.79,214.6660741,7.343,2.653
3,02-07-2010,381151.72,0,82.2,214.5463222,7.346,2.669
3,09-07-2010,349214.18,0,81.75,214.4265704,7.346,2.642
3,16-07-2010,352728.78,0,84.32,214.4176476,7.346,2.623
3,23-07-2010,352864.49,0,83.32,214.5564968,7.346,2.608
3,30-07-2010,347955.05,0,82.04,214.695346,7.346,2.64
3,06-08-2010,402635.76,0,85.13,214.8341952,7.346,2.627
3,13-08-2010,339597.38,0,86.74,214.9730444,7.346,2.692
3,20-08-2010,351728.21,0,88.02,214.9314191,7.346,2.664
3,27-08-2010,362134.09,0,86.15,214.8897938,7.346,2.619
3,03-09-2010,366473.97,0,84.16,214.8481685,7.346,2.577
3,10-09-2010,352260.97,1,80.84,214.8065431,7.346,2.565
3,17-09-2010,363064.64,0,82.36,214.8322484,7.346,2.582
3,24-09-2010,355626.87,0,76.9,214.9084516,7.346,2.624
3,01-10-2010,358784.1,0,73.6,214.9846548,7.564,2.603
3,08-10-2010,395107.35,0,66.99,215.060858,7.564,2.633
3,15-10-2010,345584.39,0,69.71,215.1293114,7.564,2.72
3,22-10-2010,348895.98,0,71.64,215.17839,7.564,2.725
3,29-10-2010,348591.74,0,72.04,215.2274686,7.564,2.716
3,05-11-2010,423175.56,0,62.94,215.2765472,7.564,2.689
3,12-11-2010,386635.03,0,62.79,215.3256258,7.564,2.728
3,19-11-2010,372545.32,0,57.72,215.2074519,7.564,2.771
3,26-11-2010,565567.84,1,68.71,215.0614025,7.564,2.735
3,03-12-2010,476420.77,0,53.76,214.9153531,7.564,2.708
3,10-12-2010,467642.03,0,51.13,214.7693037,7.564,2.843
3,17-12-2010,498159.39,0,52.2,214.704919,7.564,2.869
3,24-12-2010,605990.41,0,57.16,214.7017828,7.564,2.886
3,31-12-2010,382677.76,1,53.2,214.6986466,7.564,2.943
3,07-01-2011,378241.34,0,53.35,214.6955104,7.551,2.976
3,14-01-2011,381061.1,0,44.76,214.7470729,7.551,2.983
3,21-01-2011,350876.7,0,50.74,215.1268275,7.551,3.016
3,28-01-2011,364866.24,0,48.71,215.5065821,7.551,3.01
3,04-02-2011,438516.53,0,45.95,215.8863367,7.551,2.989
3,11-02-2011,430526.21,1,43.57,216.2660913,7.551,3.022
3,18-02-2011,432782.1,0,61.58,216.5843571,7.551,3.045
3,25-02-2011,397211.19,0,67.4,216.8780275,7.551,3.065
3,04-03-2011,437084.51,0,65.11,217.1716979,7.551,3.288
3,11-03-2011,404753.3,0,61.29,217.4653683,7.551,3.459
3,18-03-2011,392109.51,0,69.47,217.7235226,7.551,3.488
3,25-03-2011,380683.67,0,72.94,217.9674705,7.551,3.473
3,01-04-2011,374556.08,0,68.76,218.2114184,7.574,3.524
3,08-04-2011,384075.31,0,72.55,218.4553663,7.574,3.622
3,15-04-2011,366250.69,0,75.88,218.6788642,7.574,3.743
3,22-04-2011,391860.04,0,76.91,218.851237,7.574,3.807
3,29-04-2011,367405.4,0,78.69,219.0236099,7.574,3.81
3,06-05-2011,413042.12,0,69.45,219.1959827,7.574,3.906
3,13-05-2011,386312.68,0,79.87,219.3683556,7.574,3.899
3,20-05-2011,364603.13,0,75.79,219.127216,7.574,3.907
3,27-05-2011,369350.6,0,84.41,218.8860765,7.574,3.786
3,03-06-2011,394507.84,0,84.29,218.6449369,7.574,3.699
3,10-06-2011,391638.75,0,84.84,218.4037974,7.574,3.648
3,17-06-2011,403423.34,0,86.96,218.3551748,7.574,3.637
3,24-06-2011,385520.71,0,84.94,218.45094,7.574,3.594
3,01-07-2011,368962.72,0,85.1,218.5467052,7.567,3.524
3,08-07-2011,395146.24,0,85.38,218.6424704,7.567,3.48
3,15-07-2011,373454.33,0,87.14,218.7275216,7.567,3.575
3,22-07-2011,360617.37,0,86.19,218.7857881,7.567,3.651
3,29-07-2011,345381.29,0,88.07,218.8440545,7.567,3.682
3,05-08-2011,409981.25,0,88.45,218.9023209,7.567,3.684
3,12-08-2011,380376.85,0,88.88,218.9605873,7.567,3.638
3,19-08-2011,379716.91,0,88.44,219.023271,7.567,3.554
3,26-08-2011,366367.55,0,87.67,219.0866908,7.567,3.523
3,02-09-2011,375988.69,0,89.12,219.1501106,7.567,3.533
3,09-09-2011,377347.49,1,81.72,219.2135305,7.567,3.546
3,16-09-2011,375629.51,0,83.63,219.3972867,7.567,3.526
3,23-09-2011,365248.94,0,80.19,219.7414914,7.567,3.467
3,30-09-2011,368477.93,0,82.58,220.085696,7.567,3.355
3,07-10-2011,403342.4,0,75.54,220.4299007,7.197,3.285
3,14-10-2011,368282.57,0,73.75,220.7486167,7.197,3.274
3,21-10-2011,394976.36,0,69.03,220.9144005,7.197,3.353
3,28-10-2011,389540.62,0,71.04,221.0801842,7.197,3.372
3,04-11-2011,459443.22,0,59.31,221.245968,7.197,3.332
3,11-11-2011,407764.25,0,61.7,221.4117517,7.197,3.297
3,18-11-2011,398838.97,0,63.91,221.6432852,7.197,3.308
3,25-11-2011,556925.19,1,68,221.9011185,7.197,3.236
3,02-12-2011,472511.32,0,54.97,222.1589519,7.197,3.172
3,09-12-2011,468772.8,0,49.26,222.4167852,7.197,3.158
3,16-12-2011,510747.62,0,57.95,222.6426418,7.197,3.159
3,23-12-2011,551221.21,0,53.41,222.8258628,7.197,3.112
3,30-12-2011,410553.88,1,48.29,223.0090839,7.197,3.129
3,06-01-2012,398178.21,0,52.42,223.1923049,6.833,3.157
3,13-01-2012,367438.62,0,51.86,223.3755259,6.833,3.261
3,20-01-2012,365818.61,0,56.2,223.4700552,6.833,3.268
3,27-01-2012,349518.1,0,58.06,223.5645845,6.833,3.29
3,03-02-2012,424960.66,0,59.33,223.6591137,6.833,3.36
3,10-02-2012,473292.47,1,51.65,223.753643,6.833,3.409
3,17-02-2012,475591.08,0,52.39,223.9170153,6.833,3.51
3,24-02-2012,418925.47,0,60.12,224.1320199,6.833,3.555
3,02-03-2012,469752.56,0,61.65,224.3470245,6.833,3.63
3,09-03-2012,445162.05,0,60.71,224.5620291,6.833,3.669
3,16-03-2012,411775.8,0,64,224.7166953,6.833,3.734
3,23-03-2012,413907.25,0,66.53,224.7909104,6.833,3.787
3,30-03-2012,407488.84,0,69.36,224.8651254,6.833,3.845
3,06-04-2012,503232.13,0,73.01,224.9393405,6.664,3.891
3,13-04-2012,420789.74,0,72.83,225.0135556,6.664,3.891
3,20-04-2012,434822.13,0,72.05,225.0689541,6.664,3.877
